Rname	Rclass	Rfam	fam	variable	value	distance	age
TE_00000368_INT	LTR	Copia	LTR/Copia	8	0	0.08	4866180.0486618
TE_00000188	DNA	DTH	DNA/DTH	8	97	0.08	4866180.0486618
TE_00000284_LTR	LTR	Copia	LTR/Copia	8	136	0.08	4866180.0486618
TE_00000211	DNA	DTM	DNA/DTM	8	0	0.08	4866180.0486618
TE_00000391_INT	LTR	Gypsy	LTR/Gypsy	8	6434	0.08	4866180.0486618
TE_00000300_INT	LTR	Copia	LTR/Copia	8	0	0.08	4866180.0486618
TE_00000293	MITE	DTH	MITE/DTH	8	0	0.08	4866180.0486618
TE_00000069_INT	LTR	Copia	LTR/Copia	8	658	0.08	4866180.0486618
TE_00000028_INT	LTR	Gypsy	LTR/Gypsy	8	600	0.08	4866180.0486618
TE_00000164	DNA	DTH	DNA/DTH	8	0	0.08	4866180.0486618
TE_00000544	LINE	L1	LINE/L1	8	0	0.08	4866180.0486618
TE_00000081_INT	LTR	Copia	LTR/Copia	8	0	0.08	4866180.0486618
TE_00000138_LTR	LTR	Gypsy	LTR/Gypsy	8	0	0.08	4866180.0486618
TE_00000416	DNA	DTH	DNA/DTH	8	0	0.08	4866180.0486618
TE_00000259	DNA	DTM	DNA/DTM	8	0	0.08	4866180.0486618
TE_00000386_INT	LTR	Copia	LTR/Copia	8	0	0.08	4866180.0486618
TE_00000122_LTR	LTR	Gypsy	LTR/Gypsy	8	0	0.08	4866180.0486618
TE_00000290_INT	LTR	Copia	LTR/Copia	8	0	0.08	4866180.0486618
TE_00000297_INT	LTR	Copia	LTR/Copia	8	0	0.08	4866180.0486618
TE_00000057	DNA	DTM	DNA/DTM	8	0	0.08	4866180.0486618
TE_00000060	DNA	DTH	DNA/DTH	8	149	0.08	4866180.0486618
TE_00000141	MITE	DTA	MITE/DTA	8	373	0.08	4866180.0486618
TE_00000195_LTR	LTR	Gypsy	LTR/Gypsy	8	1648	0.08	4866180.0486618
TE_00000482	DNA	DTM	DNA/DTM	8	0	0.08	4866180.0486618
TE_00000295	DNA	DTA	DNA/DTA	8	652	0.08	4866180.0486618
TE_00000374_INT	LTR	Copia	LTR/Copia	8	0	0.08	4866180.0486618
TE_00000260	DNA	DTM	DNA/DTM	8	0	0.08	4866180.0486618
TE_00000229	DNA	DTC	DNA/DTC	8	0	0.08	4866180.0486618
TE_00000151	DNA	DTM	DNA/DTM	8	0	0.08	4866180.0486618
TE_00000193	MITE	DTH	MITE/DTH	8	0	0.08	4866180.0486618
TE_00000458	DNA	DTM	DNA/DTM	8	0	0.08	4866180.0486618
TE_00000110_LTR	LTR	Copia	LTR/Copia	8	149	0.08	4866180.0486618
TE_00000296	DNA	DTH	DNA/DTH	8	222	0.08	4866180.0486618
TE_00000322_LTR	LTR	Gypsy	LTR/Gypsy	8	23233	0.08	4866180.0486618
TE_00000095	DNA	DTC	DNA/DTC	8	0	0.08	4866180.0486618
TE_00000251_LTR	LTR	Copia	LTR/Copia	8	423	0.08	4866180.0486618
TE_00000056_INT	LTR	Gypsy	LTR/Gypsy	8	0	0.08	4866180.0486618
TE_00000064	DNA	DTM	DNA/DTM	8	0	0.08	4866180.0486618
TE_00000029_LTR	LTR	Copia	LTR/Copia	8	0	0.08	4866180.0486618
TE_00000083	MITE	DTH	MITE/DTH	8	0	0.08	4866180.0486618
TE_00000465	DNA	DTA	DNA/DTA	8	105	0.08	4866180.0486618
TE_00000422_INT	LTR	Gypsy	LTR/Gypsy	8	32001	0.08	4866180.0486618
TE_00000571	LINE	L1	LINE/L1	8	5613	0.08	4866180.0486618
TE_00000048_INT	LTR	Gypsy	LTR/Gypsy	8	0	0.08	4866180.0486618
TE_00000496	DNA	DTH	DNA/DTH	8	0	0.08	4866180.0486618
TE_00000191_INT	LTR	Copia	LTR/Copia	8	0	0.08	4866180.0486618
TE_00000261_LTR	LTR	Copia	LTR/Copia	8	641	0.08	4866180.0486618
TE_00000142_LTR	LTR	Gypsy	LTR/Gypsy	8	0	0.08	4866180.0486618
TE_00000374_LTR	LTR	Copia	LTR/Copia	8	0	0.08	4866180.0486618
TE_00000341	DNA	DTM	DNA/DTM	8	176	0.08	4866180.0486618
TE_00000392_LTR	LTR	Gypsy	LTR/Gypsy	8	13727	0.08	4866180.0486618
TE_00000251_INT	LTR	Copia	LTR/Copia	8	0	0.08	4866180.0486618
TE_00000169_LTR	LTR	Copia	LTR/Copia	8	0	0.08	4866180.0486618
TE_00000006_INT	LTR	Gypsy	LTR/Gypsy	8	0	0.08	4866180.0486618
TE_00000476	MITE	DTA	MITE/DTA	8	0	0.08	4866180.0486618
TE_00000222	MITE	DTM	MITE/DTM	8	1411	0.08	4866180.0486618
TE_00000265	DNA	DTA	DNA/DTA	8	0	0.08	4866180.0486618
TE_00000368_LTR	LTR	Copia	LTR/Copia	8	0	0.08	4866180.0486618
TE_00000168	DNA	DTT	DNA/DTT	8	0	0.08	4866180.0486618
TE_00000036_INT	LTR	Gypsy	LTR/Gypsy	8	0	0.08	4866180.0486618
TE_00000517	LTR	Gypsy	LTR/Gypsy	8	1402	0.08	4866180.0486618
TE_00000370	DNA	DTH	DNA/DTH	8	0	0.08	4866180.0486618
TE_00000118_LTR	LTR	Gypsy	LTR/Gypsy	8	423	0.08	4866180.0486618
TE_00000325_INT	LTR	Gypsy	LTR/Gypsy	8	2682	0.08	4866180.0486618
TE_00000100	DNA	DTC	DNA/DTC	8	0	0.08	4866180.0486618
TE_00000569	DNA	MULE-MuDR	DNA/MULE-MuDR	8	53	0.08	4866180.0486618
TE_00000332	DNA	DTC	DNA/DTC	8	0	0.08	4866180.0486618
TE_00000133	DNA	DTC	DNA/DTC	8	171	0.08	4866180.0486618
TE_00000565	LTR	Copia	LTR/Copia	8	596	0.08	4866180.0486618
TE_00000142_INT	LTR	Gypsy	LTR/Gypsy	8	0	0.08	4866180.0486618
TE_00000578	DNA	MULE-MuDR	DNA/MULE-MuDR	8	1473	0.08	4866180.0486618
TE_00000004	MITE	DTH	MITE/DTH	8	0	0.08	4866180.0486618
TE_00000351_LTR	LTR	Copia	LTR/Copia	8	0	0.08	4866180.0486618
TE_00000187	MITE	DTH	MITE/DTH	8	0	0.08	4866180.0486618
TE_00000510	DNA	PIF-Harbinger	DNA/PIF-Harbinger	8	0	0.08	4866180.0486618
TE_00000452	MITE	DTM	MITE/DTM	8	0	0.08	4866180.0486618
TE_00000427_LTR	LTR	Gypsy	LTR/Gypsy	8	0	0.08	4866180.0486618
TE_00000473_LTR	LTR	Copia	LTR/Copia	8	0	0.08	4866180.0486618
TE_00000126_INT	LTR	Gypsy	LTR/Gypsy	8	831	0.08	4866180.0486618
TE_00000009	DNA	DTA	DNA/DTA	8	11237	0.08	4866180.0486618
TE_00000088	DNA	DTC	DNA/DTC	8	0	0.08	4866180.0486618
TE_00000154_LTR	LTR	Gypsy	LTR/Gypsy	8	0	0.08	4866180.0486618
TE_00000514	DNA	DNA	DNA/DNA	8	0	0.08	4866180.0486618
TE_00000430	DNA	DTM	DNA/DTM	8	228	0.08	4866180.0486618
TE_00000483	DNA	DTH	DNA/DTH	8	1740	0.08	4866180.0486618
TE_00000297_LTR	LTR	Copia	LTR/Copia	8	0	0.08	4866180.0486618
TE_00000417_LTR	LTR	Copia	LTR/Copia	8	428	0.08	4866180.0486618
TE_00000253	DNA	DTM	DNA/DTM	8	0	0.08	4866180.0486618
TE_00000322_INT	LTR	Gypsy	LTR/Gypsy	8	20923	0.08	4866180.0486618
TE_00000092	DNA	DTC	DNA/DTC	8	0	0.08	4866180.0486618
TE_00000418	DNA	DTC	DNA/DTC	8	0	0.08	4866180.0486618
TE_00000491_INT	LTR	Copia	LTR/Copia	8	174	0.08	4866180.0486618
TE_00000029_INT	LTR	Copia	LTR/Copia	8	41	0.08	4866180.0486618
TE_00000545	LINE	L1	LINE/L1	8	5603	0.08	4866180.0486618
TE_00000351_INT	LTR	Copia	LTR/Copia	8	0	0.08	4866180.0486618
TE_00000084	MITE	DTC	MITE/DTC	8	4998	0.08	4866180.0486618
TE_00000426_INT	LTR	Gypsy	LTR/Gypsy	8	238	0.08	4866180.0486618
TE_00000138_INT	LTR	Gypsy	LTR/Gypsy	8	3132	0.08	4866180.0486618
TE_00000422_LTR	LTR	Gypsy	LTR/Gypsy	8	16536	0.08	4866180.0486618
TE_00000358	DNA	DTH	DNA/DTH	8	0	0.08	4866180.0486618
TE_00000182	DNA	DTC	DNA/DTC	8	2579	0.08	4866180.0486618
TE_00000041	DNA	DTM	DNA/DTM	8	1024	0.08	4866180.0486618
TE_00000462	DNA	DTA	DNA/DTA	8	0	0.08	4866180.0486618
TE_00000335_LTR	LTR	Gypsy	LTR/Gypsy	9	1655	0.09	5474452.55474452
TE_00000028_LTR	LTR	Gypsy	LTR/Gypsy	9	0	0.09	5474452.55474452
TE_00000144	DNA	DTH	DNA/DTH	9	2196	0.09	5474452.55474452
TE_00000270_LTR	LTR	Gypsy	LTR/Gypsy	9	0	0.09	5474452.55474452
TE_00000239	DNA	DTH	DNA/DTH	9	0	0.09	5474452.55474452
TE_00000396	DNA	DTH	DNA/DTH	9	1108	0.09	5474452.55474452
TE_00000288	MITE	DTH	MITE/DTH	9	0	0.09	5474452.55474452
TE_00000189	DNA	DTC	DNA/DTC	9	0	0.09	5474452.55474452
TE_00000371	DNA	DTC	DNA/DTC	9	0	0.09	5474452.55474452
TE_00000394_INT	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000119_INT	LTR	Gypsy	LTR/Gypsy	9	3661	0.09	5474452.55474452
TE_00000007	DNA	DTA	DNA/DTA	9	278	0.09	5474452.55474452
TE_00000039	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000290_LTR	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000148	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000169_INT	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000272	DNA	DTM	DNA/DTM	9	187	0.09	5474452.55474452
TE_00000115	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000407_LTR	LTR	Gypsy	LTR/Gypsy	9	0	0.09	5474452.55474452
TE_00000277	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000298	DNA	DTA	DNA/DTA	9	418	0.09	5474452.55474452
TE_00000284_INT	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000056_LTR	LTR	Gypsy	LTR/Gypsy	9	0	0.09	5474452.55474452
TE_00000157	DNA	DTC	DNA/DTC	9	0	0.09	5474452.55474452
TE_00000200_INT	LTR	Gypsy	LTR/Gypsy	9	2974	0.09	5474452.55474452
TE_00000180	DNA	DTC	DNA/DTC	9	0	0.09	5474452.55474452
TE_00000032_INT	LTR	Gypsy	LTR/Gypsy	9	0	0.09	5474452.55474452
TE_00000152_LTR	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000081_LTR	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000230	DNA	DTH	DNA/DTH	9	0	0.09	5474452.55474452
TE_00000012	MITE	DTM	MITE/DTM	9	0	0.09	5474452.55474452
TE_00000112_LTR	LTR	Gypsy	LTR/Gypsy	9	219	0.09	5474452.55474452
TE_00000349	MITE	DTA	MITE/DTA	9	0	0.09	5474452.55474452
TE_00000079	DNA	DTM	DNA/DTM	9	260	0.09	5474452.55474452
TE_00000105	DNA	DTM	DNA/DTM	9	1456	0.09	5474452.55474452
TE_00000240	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000175_INT	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000113_LTR	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000021_INT	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000050_INT	LTR	Gypsy	LTR/Gypsy	9	0	0.09	5474452.55474452
TE_00000354	DNA	DTH	DNA/DTH	9	0	0.09	5474452.55474452
TE_00000437_INT	LTR	Gypsy	LTR/Gypsy	9	11410	0.09	5474452.55474452
TE_00000224	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000394_LTR	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000162	DNA	DTC	DNA/DTC	9	0	0.09	5474452.55474452
TE_00000070	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000270_INT	LTR	Gypsy	LTR/Gypsy	9	432	0.09	5474452.55474452
TE_00000463_INT	LTR	Copia	LTR/Copia	9	672	0.09	5474452.55474452
TE_00000572	LINE	L1	LINE/L1	9	1155	0.09	5474452.55474452
TE_00000167	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000113_INT	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000491_LTR	LTR	Copia	LTR/Copia	9	247	0.09	5474452.55474452
TE_00000318	DNA	DTC	DNA/DTC	9	0	0.09	5474452.55474452
TE_00000331	DNA	DTM	DNA/DTM	9	1551	0.09	5474452.55474452
TE_00000372	DNA	DTH	DNA/DTH	9	93	0.09	5474452.55474452
TE_00000583	LINE	L1	LINE/L1	9	37	0.09	5474452.55474452
TE_00000306	MITE	DTM	MITE/DTM	9	305	0.09	5474452.55474452
TE_00000477	DNA	DTC	DNA/DTC	9	0	0.09	5474452.55474452
TE_00000291_LTR	LTR	Gypsy	LTR/Gypsy	9	0	0.09	5474452.55474452
TE_00000577	LINE	L1	LINE/L1	9	0	0.09	5474452.55474452
TE_00000281	DNA	DTT	DNA/DTT	9	0	0.09	5474452.55474452
TE_00000063_LTR	LTR	Copia	LTR/Copia	9	51	0.09	5474452.55474452
TE_00000051_LTR	LTR	Gypsy	LTR/Gypsy	9	0	0.09	5474452.55474452
TE_00000116	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000183_INT	LTR	Copia	LTR/Copia	9	2367	0.09	5474452.55474452
TE_00000439	MITE	DTA	MITE/DTA	9	0	0.09	5474452.55474452
TE_00000125_INT	LTR	Gypsy	LTR/Gypsy	9	0	0.09	5474452.55474452
TE_00000532	LINE	L1	LINE/L1	9	0	0.09	5474452.55474452
TE_00000199_INT	LTR	Gypsy	LTR/Gypsy	9	0	0.09	5474452.55474452
TE_00000541	LINE	L1	LINE/L1	9	173	0.09	5474452.55474452
TE_00000522	DNA	PIF-Harbinger	DNA/PIF-Harbinger	9	0	0.09	5474452.55474452
TE_00000136_LTR	LTR	Gypsy	LTR/Gypsy	9	441	0.09	5474452.55474452
TE_00000312	MITE	DTM	MITE/DTM	9	0	0.09	5474452.55474452
TE_00000442	MITE	DTA	MITE/DTA	9	0	0.09	5474452.55474452
TE_00000524	LINE	L1	LINE/L1	9	868	0.09	5474452.55474452
TE_00000375	MITE	DTA	MITE/DTA	9	35	0.09	5474452.55474452
TE_00000386_LTR	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000307	MITE	DTA	MITE/DTA	9	0	0.09	5474452.55474452
TE_00000044_INT	LTR	Gypsy	LTR/Gypsy	9	12237	0.09	5474452.55474452
TE_00000428	DNA	DTA	DNA/DTA	9	0	0.09	5474452.55474452
TE_00000505	DNA	DTC	DNA/DTC	9	435	0.09	5474452.55474452
TE_00000363_LTR	LTR	Copia	LTR/Copia	9	407	0.09	5474452.55474452
TE_00000216_INT	LTR	Gypsy	LTR/Gypsy	9	1890	0.09	5474452.55474452
TE_00000497	DNA	DTT	DNA/DTT	9	0	0.09	5474452.55474452
TE_00000122_INT	LTR	Gypsy	LTR/Gypsy	9	0	0.09	5474452.55474452
TE_00000518	DNA	MULE-MuDR	DNA/MULE-MuDR	9	117	0.09	5474452.55474452
TE_00000125_LTR	LTR	Gypsy	LTR/Gypsy	9	0	0.09	5474452.55474452
TE_00000359	MITE	DTH	MITE/DTH	9	0	0.09	5474452.55474452
TE_00000456	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000205	DNA	DTC	DNA/DTC	9	193	0.09	5474452.55474452
TE_00000481	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000287	DNA	DTH	DNA/DTH	9	144	0.09	5474452.55474452
TE_00000329	DNA	DTM	DNA/DTM	9	1808	0.09	5474452.55474452
TE_00000046_LTR	LTR	Copia	LTR/Copia	9	1232	0.09	5474452.55474452
TE_00000388	DNA	DTA	DNA/DTA	9	0	0.09	5474452.55474452
TE_00000011	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000184	DNA	DTH	DNA/DTH	9	0	0.09	5474452.55474452
TE_00000104	DNA	DTM	DNA/DTM	9	102	0.09	5474452.55474452
TE_00000361	DNA	DTC	DNA/DTC	9	144	0.09	5474452.55474452
TE_00000256	DNA	DTM	DNA/DTM	9	370	0.09	5474452.55474452
TE_00000552	DNA	hAT-Tip100	DNA/hAT-Tip100	9	0	0.09	5474452.55474452
TE_00000467	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000551	DNA	hAT-Tip100	DNA/hAT-Tip100	9	1613	0.09	5474452.55474452
TE_00000455_LTR	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000564	DNA	MULE-MuDR	DNA/MULE-MuDR	9	403	0.09	5474452.55474452
TE_00000191_LTR	LTR	Copia	LTR/Copia	9	158	0.09	5474452.55474452
TE_00000212	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000172_INT	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000327	DNA	DTH	DNA/DTH	9	0	0.09	5474452.55474452
TE_00000444	MITE	DTA	MITE/DTA	9	0	0.09	5474452.55474452
TE_00000271	DNA	DTA	DNA/DTA	9	0	0.09	5474452.55474452
TE_00000410_INT	LTR	Gypsy	LTR/Gypsy	9	0	0.09	5474452.55474452
TE_00000404_INT	LTR	Gypsy	LTR/Gypsy	9	0	0.09	5474452.55474452
TE_00000385	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000228	MITE	DTM	MITE/DTM	9	0	0.09	5474452.55474452
TE_00000114	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000274	DNA	DTC	DNA/DTC	9	0	0.09	5474452.55474452
TE_00000382	DNA	DTC	DNA/DTC	9	0	0.09	5474452.55474452
TE_00000283_INT	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000525	DNA	MULE-MuDR	DNA/MULE-MuDR	9	188	0.09	5474452.55474452
TE_00000527	LINE	L1	LINE/L1	9	0	0.09	5474452.55474452
TE_00000159_LTR	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000177	DNA	DTC	DNA/DTC	9	0	0.09	5474452.55474452
TE_00000594	LINE	L1	LINE/L1	9	497	0.09	5474452.55474452
TE_00000215	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000043	MITE	DTA	MITE/DTA	9	304	0.09	5474452.55474452
TE_00000279_INT	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000248	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000186	MITE	DTM	MITE/DTM	9	0	0.09	5474452.55474452
TE_00000163	DNA	DTH	DNA/DTH	9	0	0.09	5474452.55474452
TE_00000443	DNA	DTC	DNA/DTC	9	687	0.09	5474452.55474452
TE_00000350	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000291_INT	LTR	Gypsy	LTR/Gypsy	9	0	0.09	5474452.55474452
TE_00000417_INT	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000154_INT	LTR	Gypsy	LTR/Gypsy	9	0	0.09	5474452.55474452
TE_00000103	DNA	DTH	DNA/DTH	9	0	0.09	5474452.55474452
TE_00000135	MITE	DTH	MITE/DTH	9	0	0.09	5474452.55474452
TE_00000129_LTR	LTR	Gypsy	LTR/Gypsy	9	2820	0.09	5474452.55474452
TE_00000440_INT	LTR	Gypsy	LTR/Gypsy	9	0	0.09	5474452.55474452
TE_00000319	DNA	DTM	DNA/DTM	9	730	0.09	5474452.55474452
TE_00000243	MITE	DTH	MITE/DTH	9	0	0.09	5474452.55474452
TE_00000217	DNA	DTC	DNA/DTC	9	3126	0.09	5474452.55474452
TE_00000046_INT	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000398	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000183_LTR	LTR	Copia	LTR/Copia	9	714	0.09	5474452.55474452
TE_00000516	LINE	L1	LINE/L1	9	1717	0.09	5474452.55474452
TE_00000134_INT	LTR	Gypsy	LTR/Gypsy	9	6671	0.09	5474452.55474452
TE_00000568	DNA	MULE-MuDR	DNA/MULE-MuDR	9	1411	0.09	5474452.55474452
TE_00000161	MITE	DTM	MITE/DTM	9	1460	0.09	5474452.55474452
TE_00000415	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000450_INT	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000016	MITE	DTA	MITE/DTA	9	0	0.09	5474452.55474452
TE_00000556	LINE	L1	LINE/L1	9	70	0.09	5474452.55474452
TE_00000238	DNA	DTH	DNA/DTH	9	468	0.09	5474452.55474452
TE_00000252	MITE	DTH	MITE/DTH	9	0	0.09	5474452.55474452
TE_00000207	DNA	DTC	DNA/DTC	9	0	0.09	5474452.55474452
TE_00000227	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000206_LTR	LTR	Gypsy	LTR/Gypsy	9	186	0.09	5474452.55474452
TE_00000450_LTR	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000472_INT	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000537	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000008	MITE	DTM	MITE/DTM	9	0	0.09	5474452.55474452
TE_00000438	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000414	MITE	DTM	MITE/DTM	9	0	0.09	5474452.55474452
TE_00000278	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000131	DNA	DTM	DNA/DTM	9	4876	0.09	5474452.55474452
TE_00000294_LTR	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000348	MITE	DTH	MITE/DTH	9	0	0.09	5474452.55474452
TE_00000363_INT	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000204	DNA	DTA	DNA/DTA	9	5040	0.09	5474452.55474452
TE_00000055	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000559	DNA	MULE-MuDR	DNA/MULE-MuDR	9	2549	0.09	5474452.55474452
TE_00000378	MITE	DTA	MITE/DTA	9	0	0.09	5474452.55474452
TE_00000280	MITE	DTC	MITE/DTC	9	0	0.09	5474452.55474452
TE_00000463_LTR	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000194	MITE	DTM	MITE/DTM	9	0	0.09	5474452.55474452
TE_00000365	MITE	DTH	MITE/DTH	9	0	0.09	5474452.55474452
TE_00000257	MITE	DTA	MITE/DTA	9	0	0.09	5474452.55474452
TE_00000117	MITE	DTM	MITE/DTM	9	0	0.09	5474452.55474452
TE_00000273	DNA	DTC	DNA/DTC	9	440	0.09	5474452.55474452
TE_00000005_LTR	LTR	Copia	LTR/Copia	9	263	0.09	5474452.55474452
TE_00000380	DNA	DTM	DNA/DTM	9	141	0.09	5474452.55474452
TE_00000333	DNA	DTH	DNA/DTH	9	0	0.09	5474452.55474452
TE_00000099	DNA	DTA	DNA/DTA	9	175	0.09	5474452.55474452
TE_00000492	DNA	DTA	DNA/DTA	9	0	0.09	5474452.55474452
TE_00000368_INT	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000188	DNA	DTH	DNA/DTH	9	0	0.09	5474452.55474452
TE_00000284_LTR	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000211	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000391_INT	LTR	Gypsy	LTR/Gypsy	9	10501	0.09	5474452.55474452
TE_00000300_INT	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000293	MITE	DTH	MITE/DTH	9	0	0.09	5474452.55474452
TE_00000069_INT	LTR	Copia	LTR/Copia	9	2430	0.09	5474452.55474452
TE_00000028_INT	LTR	Gypsy	LTR/Gypsy	9	0	0.09	5474452.55474452
TE_00000164	DNA	DTH	DNA/DTH	9	0	0.09	5474452.55474452
TE_00000544	LINE	L1	LINE/L1	9	0	0.09	5474452.55474452
TE_00000081_INT	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000138_LTR	LTR	Gypsy	LTR/Gypsy	9	61	0.09	5474452.55474452
TE_00000416	DNA	DTH	DNA/DTH	9	0	0.09	5474452.55474452
TE_00000259	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000386_INT	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000122_LTR	LTR	Gypsy	LTR/Gypsy	9	0	0.09	5474452.55474452
TE_00000290_INT	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000297_INT	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000057	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000060	DNA	DTH	DNA/DTH	9	143	0.09	5474452.55474452
TE_00000141	MITE	DTA	MITE/DTA	9	0	0.09	5474452.55474452
TE_00000195_LTR	LTR	Gypsy	LTR/Gypsy	9	9507	0.09	5474452.55474452
TE_00000482	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000295	DNA	DTA	DNA/DTA	9	0	0.09	5474452.55474452
TE_00000374_INT	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000260	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000229	DNA	DTC	DNA/DTC	9	0	0.09	5474452.55474452
TE_00000151	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000193	MITE	DTH	MITE/DTH	9	0	0.09	5474452.55474452
TE_00000458	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000110_LTR	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000296	DNA	DTH	DNA/DTH	9	132	0.09	5474452.55474452
TE_00000322_LTR	LTR	Gypsy	LTR/Gypsy	9	11174	0.09	5474452.55474452
TE_00000095	DNA	DTC	DNA/DTC	9	0	0.09	5474452.55474452
TE_00000251_LTR	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000056_INT	LTR	Gypsy	LTR/Gypsy	9	0	0.09	5474452.55474452
TE_00000064	DNA	DTM	DNA/DTM	9	0	0.09	5474452.55474452
TE_00000029_LTR	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000083	MITE	DTH	MITE/DTH	9	0	0.09	5474452.55474452
TE_00000465	DNA	DTA	DNA/DTA	9	0	0.09	5474452.55474452
TE_00000422_INT	LTR	Gypsy	LTR/Gypsy	9	43247	0.09	5474452.55474452
TE_00000571	LINE	L1	LINE/L1	9	7152	0.09	5474452.55474452
TE_00000048_INT	LTR	Gypsy	LTR/Gypsy	9	1233	0.09	5474452.55474452
TE_00000496	DNA	DTH	DNA/DTH	9	0	0.09	5474452.55474452
TE_00000191_INT	LTR	Copia	LTR/Copia	9	0	0.09	5474452.55474452
TE_00000261_LTR	LTR	Copia	LTR/Copia	9	174	0.09	5474452.55474452
TE_00000142_LTR	LTR	Gypsy	LTR/Gypsy	9	0	0.09	5474452.55474452
